Measured_PPV_mm_per_s,Distance_from_Dam_m,Charge_Factor,Total_Explosive_Quantity_kg,SDI,BVII,RDI,Slope_deg,Burden_m,Spacing_m,Severity_Ratio,Rec_Target_PPV_mm_per_s,Rec_Distance_from_Dam_m,Rec_Charge_Factor,Rec_Burden_m,Rec_Spacing_m
6.08,773,2.23,591,121.0,0.429,0.652,4,3.99,5.97,1.215,4.28,829.0,1.73,4.11,6.16
17.52,800,0.74,638,139.2,0.401,0.677,18,2.47,4.65,3.505,2.24,1824.5,0.2,3.42,6.46
11.37,858,0.84,980,448.2,0.76,0.875,41,4.71,4.12,2.274,3.35,1444.3,0.44,5.72,5.02
7.2,2023,1.45,2996,318.1,0.57,0.681,0,2.69,2.82,1.441,3.94,2640.0,0.9,2.83,3.19
17.8,2875,1.98,1856,365.3,0.928,0.741,37,2.87,5.99,3.561,2.95,6487.4,0.58,3.95,8.44
10.57,1001,0.78,839,459.0,0.596,0.875,8,4.55,4.43,2.114,2.95,1576.1,0.41,5.33,5.29
11.75,1092,1.38,1575,455.9,0.574,0.736,4,3.38,4.95,2.35,3.6,1957.8,0.63,4.02,6.03
9.11,1291,1.47,1298,369.5,0.562,0.615,45,2.07,3.92,1.821,4.16,1930.8,0.69,2.49,4.44
13.08,2486,0.92,974,98.9,0.487,0.452,41,3.48,4.42,2.616,3.31,4506.9,0.26,4.47,5.34
5.78,2340,0.73,2948,421.7,0.749,0.838,33,2.25,5.8,1.156,4.88,2642.2,0.53,2.35,5.9
9.65,1576,2.17,1962,101.9,0.501,0.923,36,4.96,3.08,1.93,4.03,2448.6,1.1,5.45,3.64
19.48,2430,1.5,1104,371.4,0.655,0.982,32,3.76,3.52,3.896,2.24,5738.3,0.37,5.56,5.18
7.39,489,0.53,1320,342.8,0.677,0.956,24,2.77,3.03,1.478,4.61,759.4,0.28,2.87,3.3
14.16,1099,2.11,1097,379.4,0.412,0.878,41,3.69,5.27,2.833,3.24,2161.1,0.73,4.6,6.7
8.53,624,2.46,2032,266.3,0.41,0.786,28,2.23,2.72,1.706,4.06,1019.3,1.33,2.33,2.82
16.15,1955,1.71,1013,319.4,0.712,0.869,24,4.4,2.79,3.23,2.64,4119.9,0.4,5.74,3.65
5.22,1606,1.51,2026,476.7,0.818,0.659,8,4.78,3.54,1.045,4.9,1656.0,1.42,4.93,3.64
19.49,758,2.26,2377,50.5,0.965,0.757,2,4.62,4.3,3.897,2.69,1817.9,0.42,6.66,6.16
10.71,2863,2.41,2199,154.4,0.507,0.609,14,3.03,3.92,2.143,3.54,4596.4,0.99,3.73,4.77
7.01,990,2.01,1529,305.7,0.462,0.596,3,2.98,2.66,1.403,4.43,1292.5,1.36,3.08,2.76
4.25,1581,1.39,999,482.0,0.431,0.854,44,2.11,5.85,1.01,4.56,1679.5,1.34,2.21,5.95
5.89,551,1.68,2184,47.8,0.662,0.672,37,3.95,5.84,1.177,4.46,653.8,1.47,4.25,5.94
11.84,2575,1.9,1216,11.3,0.774,0.527,19,3.6,3.48,2.367,3.18,4382.0,0.73,4.47,4.39
8.73,1637,0.89,1641,27.9,0.904,0.521,22,3.38,5.06,1.746,3.54,2362.7,0.53,3.85,5.77
17.09,982,1.39,2008,26.2,0.81,0.916,36,4.72,4.53,3.418,2.38,2083.4,0.37,6.31,6.14
10.33,412,2.16,1165,453.9,0.525,0.807,7,2.5,3.33,2.065,3.12,734.6,0.94,3.01,4.06
7.23,939,1.81,2708,360.6,0.677,0.728,36,2.03,3.42,1.446,4.02,1290.3,1.25,2.13,3.65
13.49,2666,1.32,2817,338.6,0.946,0.641,44,2.22,4.22,2.698,3.04,5100.3,0.48,2.8,5.16
15.02,474,1.83,1579,261.3,0.596,0.658,32,2.67,3.97,3.003,2.45,922.2,0.57,3.52,5.18
5.84,550,0.74,727,391.0,0.699,0.434,32,2.1,3.52,1.168,4.9,662.5,0.64,2.2,3.62
5.85,694,1.3,648,77.8,0.975,0.673,6,3.51,5.33,1.17,4.89,829.0,1.13,3.69,5.52
3.62,1333,2.09,1569,196.0,0.841,0.877,21,2.94,4.19,1.01,4.9,1475.8,2.04,3.04,4.37
15.52,599,0.94,1667,245.0,0.849,0.633,4,2.54,4.79,3.104,2.51,1291.2,0.34,3.17,6.42
14.28,563,0.87,1131,55.2,0.551,0.63,45,4.25,3.16,2.857,3.06,1064.1,0.21,5.42,3.95
11.07,212,2.4,1863,209.8,0.649,0.409,14,2.61,4.37,2.214,3.39,385.6,1.08,3.15,5.08
17.35,1135,0.92,912,158.3,0.449,0.675,20,4.06,3.61,3.47,3.17,2551.1,0.2,5.49,4.78
16.7,2478,1.02,2255,17.8,0.764,0.415,24,3.05,4.34,3.339,2.98,5354.9,0.2,4.04,5.78
12.95,2024,2.44,1019,68.4,0.462,0.742,16,3.54,5.23,2.59,3.18,3791.6,0.88,4.23,6.32
17.76,239,1.97,1867,382.0,0.902,0.704,6,4.8,5.19,3.552,3.0,513.9,0.46,6.61,7.18
6.5,1524,1.9,2934,9.0,0.889,0.904,18,2.11,3.74,1.3,4.04,1935.7,1.49,2.4,3.99
4.9,616,2.21,2822,467.1,0.72,0.749,6,3.5,4.93,1.01,4.49,666.0,2.16,3.6,5.04
7.59,2716,0.73,2900,43.2,0.485,0.594,39,4.56,5.79,1.517,4.25,3671.0,0.5,4.93,6.07
3.97,2047,1.91,1602,399.6,0.415,0.71,44,3.76,4.69,1.01,4.57,2181.3,1.85,3.87,4.79
12.03,2993,1.51,1097,449.3,0.878,0.82,23,2.83,3.02,2.406,2.84,5263.1,0.52,3.23,3.57
18.92,2265,2.16,2159,470.6,0.76,0.456,10,3.19,4.88,3.784,2.81,5300.8,0.48,4.69,6.76
3.67,987,1.52,2185,433.7,0.827,0.773,40,4.04,2.87,1.01,4.75,1037.0,1.47,4.14,2.97
5.08,1441,1.74,2660,143.8,0.582,0.95,0,4.67,5.55,1.015,4.9,1491.0,1.69,4.83,5.65
10.69,149,1.46,2688,166.5,0.706,0.579,31,2.12,4.31,2.137,3.84,209.9,0.65,2.3,5.1
18.88,118,1.46,2424,213.3,0.848,0.776,39,2.21,3.85,3.775,2.39,238.2,0.44,2.99,5.6
8.37,825,2.04,1229,69.6,0.678,0.893,43,2.98,2.7,1.675,3.58,1198.3,1.19,3.21,2.95
11.62,2344,1.76,1088,11.1,0.761,0.707,1,2.7,3.83,2.325,2.89,3964.3,0.78,3.17,4.69
3.71,1573,1.77,2958,434.6,0.874,0.831,14,2.79,5.66,1.01,4.61,1704.9,1.67,2.94,5.76
5.52,2706,1.4,876,277.1,0.529,0.587,20,2.66,2.57,1.104,4.32,2918.4,1.17,2.76,2.77
19.77,551,1.56,1907,304.4,0.44,0.584,23,2.59,4.16,3.955,2.1,1390.3,0.31,3.79,5.87
19.41,2436,1.99,2369,463.5,0.719,0.801,16,2.39,5.76,3.881,2.47,5766.4,0.38,3.28,8.13
3.08,1264,2.15,1250,332.6,0.437,0.823,8,4.8,3.88,1.01,4.8,1314.0,2.1,4.94,3.98
19.18,1207,1.89,1126,345.4,0.86,0.962,34,2.43,4.0,3.836,2.76,2795.3,0.44,3.58,5.62
13.87,2538,2.35,2129,393.5,0.832,0.535,19,2.61,4.52,2.773,3.37,4819.5,0.78,3.31,5.75
17.75,314,2.14,1494,58.2,0.929,0.681,18,2.74,4.12,3.551,2.94,802.6,0.58,3.67,5.89
10.73,1649,1.62,2083,180.1,0.784,0.55,17,4.8,3.09,2.146,3.44,2724.9,0.8,5.68,3.74
11.77,2362,1.84,1202,484.1,0.44,0.448,19,4.27,2.56,2.353,2.86,4033.0,0.79,5.0,3.04
11.31,227,2.35,2559,461.5,0.552,0.642,29,4.37,4.63,2.262,3.53,491.7,0.88,5.07,5.54
14.34,1945,1.74,1679,442.0,0.885,0.624,39,2.31,5.72,2.867,2.82,3718.0,0.51,3.01,7.38
5.37,859,2.15,976,226.0,0.5,0.562,0,4.51,2.87,1.075,4.41,988.5,1.94,4.76,3.03
3.51,2551,1.88,900,428.6,0.819,0.578,23,3.22,3.24,1.01,4.9,2604.7,1.79,3.39,3.34
8.23,1915,1.6,2724,24.2,0.868,0.616,23,2.79,3.8,1.647,3.73,2712.0,0.94,3.1,4.19
14.98,2485,0.98,556,74.3,0.598,0.993,18,3.73,5.33,2.996,2.61,5069.0,0.3,4.86,6.99
6.43,2978,1.35,2375,207.0,0.593,0.87,29,4.47,3.44,1.286,4.78,3585.5,0.97,4.86,3.69
14.45,2861,2.44,947,241.7,0.735,0.443,25,4.34,5.59,2.89,3.34,5591.7,0.8,5.58,7.02
19.49,460,1.82,702,131.8,0.917,0.923,41,4.67,2.69,3.898,2.37,1056.7,0.45,6.67,3.74
4.6,668,1.63,2156,178.2,0.534,0.78,43,4.78,5.79,1.01,4.83,783.4,1.52,4.96,5.89
14.43,1515,2.37,1237,81.4,0.965,0.934,37,2.71,4.46,2.887,3.02,2981.0,0.72,3.38,5.87
10.54,2365,1.67,701,244.6,0.759,0.605,28,3.27,4.81,2.109,3.68,3735.1,0.81,3.65,5.57
17.76,1697,1.55,1853,396.9,0.995,0.679,12,2.04,3.79,3.552,2.22,3841.0,0.39,2.88,5.43
6.01,1792,2.02,2910,330.7,0.454,0.938,3,4.64,5.24,1.202,4.65,2019.1,1.62,4.74,5.34
14.77,301,1.93,1391,53.9,0.476,0.564,44,2.46,3.08,2.955,3.36,552.2,0.54,3.14,3.95
17.25,2164,0.89,2903,243.8,0.896,0.949,16,4.58,2.67,3.45,2.45,4822.6,0.2,6.24,3.6
19.06,2469,1.44,715,348.8,0.919,0.897,32,2.99,3.88,3.812,2.97,5744.6,0.25,4.27,5.69
14.62,617,1.45,522,264.9,0.667,0.988,4,3.1,5.49,2.923,3.37,1212.4,0.51,4.2,6.99
11.45,1448,1.26,2702,195.8,0.828,0.595,27,2.12,5.14,2.29,3.07,2523.9,0.42,2.42,6.13
13.5,1535,1.53,1709,311.0,0.921,0.541,23,2.98,4.31,2.701,3.3,2983.3,0.47,3.69,5.28
17.77,1441,1.33,2796,484.3,0.426,0.599,16,4.67,4.5,3.554,2.39,3133.4,0.24,6.31,6.24
12.7,780,0.9,1248,47.5,0.744,0.973,38,2.08,2.95,2.54,3.37,1484.3,0.38,2.6,3.78
3.52,2088,1.32,1304,195.0,0.912,0.6,39,3.22,5.44,1.01,4.9,2204.4,1.22,3.32,5.54
18.83,1591,0.64,633,203.3,0.639,0.739,43,2.09,5.25,3.765,2.32,3635.7,0.2,2.96,7.56
14.72,524,1.65,820,288.5,0.581,0.642,45,3.11,4.8,2.944,3.13,1077.0,0.52,3.92,6.36
14.5,2068,2.21,2937,76.1,0.877,0.638,10,2.52,4.13,2.9,3.25,3991.0,0.67,3.28,5.14
6.67,1812,1.95,933,88.3,0.601,0.516,11,2.76,5.88,1.333,4.19,2268.2,1.38,2.91,6.27
14.2,2534,1.22,1545,142.7,0.402,0.722,12,4.63,5.58,2.84,2.63,4985.3,0.34,5.78,7.02
9.7,877,0.67,1372,477.9,0.976,0.91,7,3.31,4.76,1.939,3.18,1298.3,0.38,3.74,5.3
14.07,2245,0.9,2598,367.1,0.755,0.43,0,2.82,3.8,2.814,3.06,4399.4,0.38,3.56,4.88
4.81,1926,1.59,2723,330.8,0.892,0.934,8,3.77,4.66,1.01,4.9,2042.3,1.54,3.97,4.76
14.18,307,0.91,752,408.5,0.895,0.799,27,2.43,4.51,2.837,3.29,608.4,0.2,3.23,5.72
19.99,1637,1.59,1465,63.8,0.44,0.77,1,2.78,3.88,3.998,2.44,3980.3,0.25,4.12,5.44
3.82,1759,0.96,1238,429.7,0.503,0.776,13,3.64,3.57,1.01,4.9,1809.0,0.91,3.8,3.74
19.61,2733,2.2,1629,297.4,0.587,0.578,12,2.71,3.92,3.922,2.3,6557.5,0.5,4.0,5.74
9.92,2313,1.29,1839,167.7,0.592,0.649,1,4.04,4.51,1.983,3.21,3608.8,0.67,4.79,5.08
17.8,121,0.99,801,407.9,0.795,0.88,3,3.47,4.0,3.561,2.63,341.7,0.28,4.63,5.53
16.3,253,2.12,2477,401.3,0.774,0.584,11,4.32,3.42,3.26,2.73,612.5,0.66,5.76,4.39
12.64,2062,1.19,2815,422.9,0.697,0.682,9,4.84,5.16,2.528,3.17,3743.6,0.5,6.05,6.28
15.55,318,0.72,1050,57.8,0.527,0.412,2,2.35,4.36,3.111,3.29,767.7,0.27,3.12,5.75
17.93,768,1.64,1978,484.7,0.629,0.84,3,3.0,2.74,3.587,2.74,1778.3,0.4,4.04,3.81
9.87,1618,1.66,1815,479.8,0.726,0.651,5,2.96,3.79,1.974,3.66,2606.6,0.75,3.33,4.23
8.56,2377,1.93,2087,178.7,0.681,0.715,22,2.45,5.6,1.712,3.45,3392.7,1.07,2.64,6.31
14.35,2167,0.98,2322,32.9,0.476,0.469,4,4.43,5.14,2.87,3.45,4172.3,0.31,5.58,6.51
16.73,2700,1.39,2324,83.5,0.79,0.995,2,4.28,3.63,3.347,3.01,5877.1,0.39,5.72,4.94
15.96,1049,1.06,1664,496.4,0.444,0.581,9,3.45,5.78,3.192,3.18,2253.0,0.23,4.59,7.59
16.56,2295,0.66,813,281.5,0.627,0.781,42,3.61,2.77,3.313,2.66,4941.5,0.21,5.01,3.7
10.4,502,2.25,683,178.3,0.826,0.749,18,2.18,5.86,2.081,3.47,940.7,1.0,2.63,6.7
16.9,695,1.96,2187,144.1,0.412,0.871,13,3.67,3.36,3.381,2.74,1453.1,0.54,5.11,4.61
5.04,2514,1.1,1212,128.5,0.742,0.576,20,4.37,2.53,1.01,4.67,2565.4,1.04,4.53,2.63
12.26,1537,1.7,2675,332.1,0.601,0.854,42,3.72,4.02,2.451,3.38,2689.6,0.62,4.5,4.7
3.1,2949,0.9,1810,209.7,0.405,0.63,27,2.8,3.76,1.01,4.9,3043.5,0.83,2.9,3.86
8.52,1257,2.28,2933,482.7,0.514,0.647,20,4.0,4.39,1.704,3.49,1865.0,1.34,4.25,4.84
9.23,1842,0.73,770,341.9,0.965,0.804,35,3.08,5.29,1.846,3.27,2845.2,0.37,3.65,5.83
9.73,1406,0.51,2294,396.0,0.713,0.871,23,3.63,5.45,1.947,3.82,2173.2,0.2,3.98,6.26
14.82,172,1.5,1310,146.4,0.998,0.8,37,3.46,3.9,2.965,2.68,446.5,0.36,4.58,5.02
9.61,580,1.67,2962,39.6,0.715,0.94,16,3.14,4.0,1.921,3.73,1005.7,0.85,3.53,4.62
10.63,659,1.66,697,243.9,0.726,0.571,21,4.16,3.02,2.126,3.63,1142.4,0.67,5.04,3.71
7.04,844,0.61,1579,157.3,0.635,0.94,18,4.65,2.67,1.408,4.04,1043.6,0.52,4.9,2.84
9.35,1566,1.13,1726,101.0,0.586,0.479,44,2.02,4.74,1.869,3.97,2386.6,0.57,2.41,5.48
6.86,199,1.5,2144,476.3,0.551,0.796,9,4.8,2.73,1.373,4.32,386.6,1.02,4.98,2.98
4.24,1182,0.93,1127,222.0,0.606,0.729,10,3.53,5.07,1.01,4.9,1336.9,0.88,3.63,5.24
13.26,2655,2.25,1103,87.4,0.676,0.697,37,4.1,4.39,2.652,3.33,4962.4,0.72,5.16,5.36
14.36,2405,0.67,1661,99.3,0.515,0.587,1,4.57,3.2,2.872,3.32,4777.6,0.28,6.05,4.22
13.53,512,1.47,1945,140.4,0.535,0.702,32,3.4,4.39,2.706,2.56,944.0,0.45,4.28,5.67
10.88,1188,1.88,1580,499.7,0.563,0.497,42,4.5,3.14,2.176,3.13,1930.5,0.9,5.47,3.65
9.46,2742,1.02,2085,134.0,0.67,0.622,30,2.53,4.04,1.891,3.23,4224.1,0.53,2.99,4.5
17.68,1277,1.75,2618,164.4,0.792,0.459,34,2.48,5.3,3.535,2.6,2788.7,0.5,3.54,7.49
11.82,2108,2.16,1410,329.7,0.914,0.743,36,3.97,4.12,2.365,3.64,3598.2,0.75,4.76,5.01
11.15,2413,0.88,1093,147.0,0.572,0.457,35,4.61,3.02,2.229,3.32,4016.6,0.33,5.42,3.53
3.44,920,2.33,1895,107.9,0.51,0.496,22,4.68,5.03,1.01,4.9,993.7,2.28,4.78,5.16
8.8,761,1.61,1099,79.3,0.627,0.451,35,3.93,3.15,1.76,3.6,1154.4,0.89,4.57,3.44
9.46,659,1.1,1013,156.3,0.937,0.629,39,3.58,5.08,1.893,3.47,990.3,0.48,4.24,5.64
9.78,1371,1.36,2395,53.0,0.406,0.905,38,2.99,4.18,1.956,3.97,2219.3,0.62,3.52,4.79
12.86,1913,1.12,2631,9.3,0.807,0.944,25,4.94,4.09,2.573,3.04,3586.0,0.35,6.02,5.08
12.07,709,1.95,1566,402.3,0.686,0.443,24,2.96,5.48,2.414,3.51,1258.4,0.76,3.48,6.77
13.33,2561,2.09,2457,68.9,0.497,0.781,16,4.23,4.98,2.667,2.8,4764.7,0.68,5.49,6.21
16.0,124,2.17,1309,388.0,0.593,0.811,14,3.6,2.62,3.201,3.24,347.1,0.56,4.61,3.6
16.82,2128,2.47,2680,398.8,0.535,0.72,36,3.83,3.54,3.364,2.8,4624.8,0.59,5.32,4.72
15.21,383,2.08,1588,269.0,0.927,0.8,44,3.18,5.55,3.042,3.13,794.1,0.59,4.1,7.28
19.24,1572,1.7,789,154.8,0.689,0.54,3,4.89,2.56,3.849,2.14,3682.7,0.33,6.95,3.54
3.31,400,1.18,2923,72.5,0.738,0.694,21,3.72,4.41,1.01,4.9,450.0,1.13,3.85,4.51
6.33,1191,1.59,1268,368.4,0.756,0.635,16,4.81,5.05,1.266,4.85,1377.0,1.16,4.91,5.39
3.13,1130,0.58,970,300.7,0.784,0.454,21,2.02,4.68,1.01,4.9,1180.0,0.53,2.12,4.78
14.01,916,1.99,2696,327.7,0.697,0.775,16,3.72,5.16,2.801,2.53,1831.1,0.63,4.9,6.68
18.27,182,1.39,587,4.3,0.411,0.697,13,4.15,5.04,3.653,2.42,507.4,0.31,5.88,6.96
7.14,2020,0.54,2943,463.8,0.601,0.565,13,4.24,4.92,1.428,4.13,2629.4,0.31,4.61,5.05
18.76,2193,0.63,1289,33.1,0.51,0.684,16,4.71,5.38,3.752,2.25,5036.2,0.2,6.76,7.44
4.02,717,1.27,2164,183.4,0.808,0.865,7,2.01,4.76,1.01,4.9,824.4,1.22,2.11,4.87
18.89,2409,1.67,1809,201.4,0.434,0.881,33,2.0,3.91,3.777,2.26,5479.2,0.38,2.72,5.44
8.98,275,1.43,1364,0.7,0.738,0.79,25,3.42,4.15,1.796,3.58,441.9,0.66,3.82,4.71
4.72,1289,1.74,1793,248.5,0.526,0.681,44,2.09,5.01,1.01,4.9,1405.8,1.69,2.19,5.11
11.26,2804,1.46,523,376.4,0.969,0.745,29,4.92,5.57,2.252,3.31,4733.3,0.69,5.81,6.55
7.37,941,1.82,2386,411.6,0.601,0.631,21,2.67,3.45,1.473,4.36,1243.5,1.18,2.97,3.69
7.84,469,0.94,810,439.7,0.595,0.476,15,3.42,3.7,1.569,4.45,700.3,0.59,3.52,3.97
8.22,1918,0.73,1984,243.9,0.954,0.631,29,2.18,5.76,1.645,3.52,2749.1,0.41,2.46,6.49
16.65,2201,1.69,1731,315.3,0.65,0.718,15,3.57,4.52,3.33,2.95,4731.7,0.42,4.61,6.03
12.17,789,1.47,2985,39.8,0.978,0.759,37,3.14,3.13,2.433,2.94,1485.4,0.47,3.64,3.67
8.29,1879,0.55,1205,244.0,0.415,0.961,23,2.13,4.82,1.658,3.8,2723.9,0.31,2.31,5.25
13.38,1464,1.26,1859,77.4,0.584,0.866,35,3.01,5.97,2.675,2.59,2799.0,0.49,3.9,7.53
15.17,1532,0.71,921,184.8,0.8,0.491,34,3.17,5.38,3.035,2.51,3130.9,0.2,4.0,7.1
7.63,466,1.56,2273,164.7,0.935,0.505,5,4.97,5.11,1.527,3.87,564.6,1.0,5.38,5.68
10.03,743,1.29,2868,211.8,0.554,0.46,3,2.62,3.23,2.006,3.37,1172.9,0.68,3.09,3.87
5.07,2526,1.73,1446,285.8,0.958,0.843,17,3.63,5.57,1.014,4.9,2611.8,1.64,3.73,5.67
6.08,172,2.11,1686,451.4,0.756,0.824,5,4.96,4.34,1.216,4.78,303.8,1.64,5.13,4.46
14.58,1371,1.1,2334,197.2,0.881,0.992,25,4.38,5.61,2.916,3.4,2713.8,0.39,5.8,7.32
6.08,959,2.42,2064,490.6,0.638,0.713,36,4.98,3.65,1.217,4.63,1226.2,1.9,5.15,3.94
11.93,142,1.57,1348,379.5,0.527,0.896,26,4.9,2.72,2.386,2.98,248.9,0.54,5.79,3.22
15.05,2524,1.74,2089,255.7,0.947,0.746,40,3.47,4.17,3.011,2.71,5125.4,0.49,4.57,5.4
4.82,1164,1.86,1818,322.0,0.96,0.924,10,4.09,3.44,1.01,4.8,1214.0,1.81,4.19,3.61
12.64,2317,1.83,2589,51.1,0.699,0.833,37,2.33,5.0,2.529,2.97,4184.9,0.74,2.68,6.09
7.36,2359,1.52,2447,422.3,0.404,0.786,15,3.32,5.85,1.472,4.29,3114.7,1.02,3.42,6.26
19.37,1616,1.36,1808,291.2,0.466,0.739,18,4.43,4.92,3.874,2.57,3776.6,0.29,6.2,7.2
11.22,2186,0.61,886,493.0,0.744,0.834,42,3.52,5.6,2.244,3.22,3592.2,0.26,4.03,6.77
16.7,468,0.54,2535,318.2,0.414,0.652,14,4.11,4.09,3.34,2.38,1048.6,0.24,5.45,5.42
12.35,2904,1.22,1661,417.1,0.638,0.458,25,4.24,5.2,2.471,2.7,5166.9,0.37,5.15,6.28
3.74,250,1.17,2525,399.9,0.582,0.424,40,2.76,5.45,1.01,4.69,361.0,1.1,2.86,5.55
13.76,1234,1.28,1215,172.7,0.829,0.687,30,4.63,4.99,2.753,2.62,2467.3,0.51,6.0,6.46
19.17,1603,0.78,2978,129.8,0.433,0.76,18,3.38,4.28,3.835,2.84,3674.5,0.27,4.86,6.3
13.23,1559,1.98,925,215.2,0.693,0.447,23,2.63,4.69,2.645,2.69,2931.9,0.61,3.43,5.96
16.93,1170,2.21,1939,233.6,0.747,0.572,8,4.6,4.95,3.385,2.94,2593.4,0.51,6.25,6.72
18.03,1123,2.38,2573,120.0,0.77,0.593,22,3.25,3.39,3.606,2.52,2650.6,0.56,4.36,4.51
6.88,1698,1.48,884,447.3,0.643,0.738,3,4.25,5.33,1.375,3.84,2210.9,0.96,4.48,5.71
6.6,2884,1.9,555,271.3,0.583,0.567,9,3.64,5.83,1.321,4.66,3524.5,1.43,3.95,6.06
13.39,2140,2.21,605,489.2,0.809,0.457,8,3.15,4.13,2.677,3.14,4014.7,0.66,3.81,5.22
9.99,1489,1.34,1169,405.0,0.909,0.499,18,4.43,4.95,1.997,3.27,2276.9,0.54,4.93,5.74
17.28,168,1.12,875,277.9,0.816,0.504,14,3.75,5.08,3.456,3.08,391.5,0.28,5.07,6.94
18.3,2446,2.37,1242,473.5,0.959,0.906,33,3.17,4.82,3.66,2.16,5570.5,0.66,4.39,6.92
9.01,1043,1.53,1466,252.4,0.83,0.571,41,2.33,4.41,1.802,3.43,1601.9,0.79,2.53,4.76
7.03,901,1.49,807,443.6,0.859,0.829,18,4.69,5.59,1.405,4.47,1191.6,1.0,4.83,6.01
16.27,2443,0.86,2638,179.1,0.501,0.741,20,2.11,4.07,3.254,2.98,5199.8,0.33,2.72,5.41
7.67,2350,0.72,1301,189.3,0.652,0.986,33,4.59,2.71,1.534,3.83,3106.8,0.45,5.03,3.02
16.98,160,2.18,609,209.1,0.691,0.564,16,3.08,5.46,3.397,2.27,439.1,0.54,4.14,7.49
10.2,1045,1.73,2164,273.3,0.554,0.495,17,3.92,4.86,2.041,3.86,1610.8,0.77,4.58,5.42
14.35,1437,1.15,839,276.7,0.717,0.431,16,4.77,5.47,2.87,2.77,2759.7,0.3,6.12,6.92
4.62,1284,0.88,2088,248.2,0.574,0.545,1,2.46,2.98,1.01,4.67,1334.0,0.83,2.56,3.08
13.61,430,1.61,1478,153.0,0.813,0.81,0,3.7,2.61,2.721,3.05,932.0,0.52,4.56,3.15
10.68,1651,1.67,2903,463.6,0.682,0.451,42,4.29,5.77,2.136,3.83,2618.3,0.68,5.03,6.84
12.97,437,0.91,2415,294.3,0.675,0.547,9,4.27,3.02,2.594,2.65,903.3,0.25,5.1,3.63
5.86,1729,2.2,667,203.9,0.99,0.913,36,3.58,5.33,1.171,4.89,1905.3,1.81,3.68,5.46
15.53,1427,0.67,1056,325.6,0.635,0.75,4,3.87,5.38,3.105,2.91,2941.0,0.2,5.13,6.98
17.67,1626,1.21,1404,384.0,0.617,0.442,11,4.27,4.98,3.534,2.59,3712.1,0.21,5.77,6.91
6.68,1773,1.86,604,480.4,0.591,0.429,35,4.52,2.96,1.337,4.57,2193.0,1.28,4.65,3.2
4.63,1461,1.05,2547,249.8,0.937,0.437,30,4.29,4.84,1.01,4.9,1511.0,1.0,4.39,4.94
3.4,1673,2.16,2697,56.0,0.698,0.965,37,3.06,5.61,1.01,4.7,1723.0,2.11,3.16,5.71
13.91,2786,1.98,645,220.4,0.76,0.91,8,4.99,3.99,2.783,2.64,5415.8,0.55,6.26,5.19
13.32,374,2.08,1373,239.5,0.508,0.907,43,3.3,3.95,2.664,3.48,725.4,0.75,4.32,4.77
12.29,1287,0.74,798,448.5,0.725,0.955,25,2.07,4.05,2.459,3.36,2325.7,0.2,2.47,5.02
6.94,2466,0.78,2236,197.4,0.565,0.703,14,3.09,2.79,1.389,4.18,3069.7,0.59,3.25,2.89
9.65,2736,1.07,1145,476.7,0.838,0.548,15,2.38,5.62,1.929,3.67,4151.0,0.57,2.78,6.25
13.11,2651,1.54,1137,242.6,0.9,0.641,12,2.36,5.54,2.621,3.33,4836.1,0.56,3.0,6.91
11.45,2534,2.0,2786,486.9,0.829,0.831,24,2.84,5.99,2.289,3.58,4339.2,0.85,3.57,7.04
19.79,2093,2.17,3000,4.1,0.838,0.926,29,2.16,4.55,3.958,2.93,5039.3,0.4,3.26,6.7
5.32,969,1.91,1283,449.4,0.707,0.661,6,4.07,5.13,1.064,4.77,1019.0,1.83,4.22,5.23
14.82,2980,2.36,1396,465.6,0.827,0.721,3,2.22,3.21,2.963,2.7,5984.0,0.64,3.06,3.99
9.87,1114,1.98,870,480.5,0.654,0.959,42,2.61,4.84,1.975,3.7,1825.3,0.9,2.88,5.55
10.28,2011,1.11,986,6.5,0.791,0.464,39,2.28,4.77,2.056,3.4,3289.4,0.59,2.69,5.57
15.2,702,1.03,2537,85.9,0.555,0.917,37,2.19,5.65,3.04,2.96,1388.7,0.3,3.01,7.48
14.77,1899,1.89,2712,326.9,0.442,0.496,29,2.8,5.41,2.954,2.83,3748.1,0.67,3.67,6.9
19.85,790,0.89,1860,12.7,0.648,0.69,9,3.72,5.78,3.97,2.16,1992.3,0.2,5.56,8.5
5.18,593,0.69,691,31.8,0.677,0.531,29,4.89,5.54,1.037,4.88,643.0,0.64,4.99,5.75
4.77,589,1.56,1229,110.5,0.554,0.762,38,4.63,5.54,1.01,4.9,639.0,1.46,4.73,5.64
15.31,2868,2.14,2761,256.2,0.837,0.735,6,4.63,2.72,3.063,3.16,5897.1,0.65,6.25,3.67
12.83,2656,0.7,1456,273.0,0.444,0.628,35,2.53,5.46,2.567,3.11,4802.3,0.2,3.07,6.75
7.66,489,2.08,880,17.1,0.534,0.918,34,2.79,4.63,1.532,3.7,671.3,1.24,3.11,4.82
4.35,394,2.12,1297,85.2,0.849,0.796,23,2.23,3.83,1.01,4.89,444.0,2.05,2.33,3.93
4.46,1492,1.46,738,249.9,0.662,0.833,38,4.34,2.7,1.01,4.9,1621.0,1.41,4.44,2.8
18.2,2943,0.61,1605,297.0,0.823,0.49,35,2.21,4.87,3.64,2.53,6616.9,0.2,3.26,7.0
